1720573017.108625 server started (1673238): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1720573017.108675 on Linux 6.9.6-arch1-1 #1 SMP PREEMPT_DYNAMIC Fri, 21 Jun 2024 19:49:19 +0000
1720573017.108690 using libevent 2.1.12-stable poll
1720573017.108697 using ncurses 6.5 20240427
1720573017.110716 yylex_token: end at WS
1720573017.110719 yylex_token: command-prompt
1720573017.110721 yylex_token: end at WS
1720573017.110724 yylex_token: -I#S
1720573017.110727 yylex_token: end at WS
1720573017.110729 yylex_token: rename-session
1720573017.110732 yylex_token: end at WS
1720573017.110734 yylex_token: --
1720573017.110737 yylex_token: end at WS
1720573017.110739 yylex_token: %%
1720573017.110743 cmd_parse_build_commands 0:0: bind
1720573017.110745 cmd_parse_build_commands 0:1: -N
1720573017.110748 cmd_parse_build_commands 0:2: Rename current session
1720573017.110751 cmd_parse_build_commands 0:3: $
1720573017.110754 cmd_parse_build_commands 0:4 0:0: command-prompt
1720573017.110756 cmd_parse_build_commands 0:4 0:1: -I#S
1720573017.110759 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1720573017.110762 cmd_parse_build_commands 0:4 0:2 0:1: --
1720573017.110765 cmd_parse_build_commands 0:4 0:2 0:2: %%
1720573017.110768 cmd_parse_build_commands 0:0: command-prompt
1720573017.110771 cmd_parse_build_commands 0:1: -I#S
1720573017.110773 cmd_parse_build_commands 0:2 0:0: rename-session
1720573017.110776 cmd_parse_build_commands 0:2 0:1: --
1720573017.110779 cmd_parse_build_commands 0:2 0:2: %%
1720573017.110782 cmd_parse_build_commands 0:0: rename-session
1720573017.110785 cmd_parse_build_commands 0:1: --
1720573017.110787 cmd_parse_build_commands 0:2: %%
1720573017.110791 args_parse_flags: next --
1720573017.110794 args_parse: flags end at 2 of 3
1720573017.110797 args_parse: 2 = %% (type STRING)
1720573017.110801 cmd_parse_build_commands: rename-session "%%"
1720573017.110803 args_parse_flags: next -I#S
1720573017.110806 args_parse_flag_argument: -I = #S
1720573017.110809 args_parse: flags end at 2 of 3
1720573017.110814 args_parse: 2 = rename-session "%%" (type COMMANDS)
1720573017.110819 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1720573017.110821 args_parse_flags: next -N
1720573017.110824 args_parse_flag_argument: -N = Rename current session
1720573017.110827 args_parse_flags: next $
1720573017.110830 args_parse: flags end at 3 of 5
1720573017.110832 args_parse: 3 = $ (type STRING)
1720573017.110837 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1720573017.110865 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1720573017.110874 cmdq_get_command: [bind-key/0x630cc88dcca0] group 58
1720573017.110877 cmdq_append <global>: [bind-key/0x630cc88dcca0]
1720573017.110880 yylex_token: end at WS
1720573017.110882 yylex_token: bind
1720573017.110885 yylex_token: end at WS
1720573017.110887 yylex_token: -N
1720573017.110890 yylex_token: end at WS
1720573017.110893 yylex_token: Split window horizontally
1720573017.110896 yylex_get_word: %
1720573017.110899 yylex_token: end at WS
1720573017.110901 yylex_token: split-window
1720573017.110904 yylex_token: end at WS
1720573017.110906 yylex_token: -h
1720573017.110909 cmd_parse_build_commands 0:0: bind
1720573017.110912 cmd_parse_build_commands 0:1: -N
1720573017.110915 cmd_parse_build_commands 0:2: Split window horizontally
1720573017.110918 cmd_parse_build_commands 0:3: %
1720573017.110920 cmd_parse_build_commands 0:4 0:0: split-window
1720573017.110923 cmd_parse_build_commands 0:4 0:1: -h
1720573017.110927 cmd_parse_build_commands 0:0: split-window
1720573017.110929 cmd_parse_build_commands 0:1: -h
1720573017.110934 args_parse_flags: next -h
1720573017.110936 args_parse_flags: -h
1720573017.110939 args_parse: flags end at 2 of 2
1720573017.110942 cmd_parse_build_commands: split-window -h
1720573017.110945 args_parse_flags: next -N
1720573017.110948 args_parse_flag_argument: -N = Split window horizontally
1720573017.110950 args_parse_flags: next %
1720573017.110953 args_parse: flags end at 3 of 5
1720573017.110956 args_parse: 3 = % (type STRING)
1720573017.110960 args_parse: 4 = split-window -h (type COMMANDS)
1720573017.110965 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1720573017.110969 cmdq_get_command: [bind-key/0x630cc88d9d80] group 70
1720573017.110972 cmdq_append <global>: [bind-key/0x630cc88d9d80]
1720573017.110975 yylex_token: end at WS
1720573017.110977 yylex_token: bind
1720573017.110980 yylex_token: end at WS
1720573017.110982 yylex_token: -N
1720573017.110985 yylex_token: end at WS
1720573017.110988 yylex_token: Kill current window
1720573017.110990 yylex_token: end at WS
1720573017.110993 yylex_token: &
1720573017.110996 yylex_token: end at WS
1720573017.110998 yylex_token: confirm-before
1720573017.111001 yylex_token: end at WS
1720573017.111004 yylex_token: -pkill-window #W? (y/n)
1720573017.111007 yylex_token: end at WS
1720573017.111009 yylex_token: kill-window
1720573017.111012 cmd_parse_build_commands 0:0: bind
1720573017.111015 cmd_parse_build_commands 0:1: -N
1720573017.111019 cmd_parse_build_commands 0:2: Kill current window
1720573017.111021 cmd_parse_build_commands 0:3: &
1720573017.111024 cmd_parse_build_commands 0:4 0:0: confirm-before
1720573017.111028 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1720573017.111030 cmd_parse_build_commands 0:4 0:2: kill-window
1720573017.111034 cmd_parse_build_commands 0:0: confirm-before
1720573017.111037 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1720573017.111039 cmd_parse_build_commands 0:2: kill-window
1720573017.111043 args_parse_flags: next -pkill-window #W? (y/n)
1720573017.111046 args_parse_flag_argument: -p = kill-window #W? (y/n)
1720573017.111049 args_parse_flags: next kill-window
1720573017.111052 args_parse: flags end at 2 of 3
1720573017.111055 args_parse: 2 = kill-window (type STRING)
1720573017.111059 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1720573017.111062 args_parse_flags: next -N
1720573017.111065 args_parse_flag_argument: -N = Kill current window
1720573017.111068 args_parse_flags: next &
1720573017.111070 args_parse: flags end at 3 of 5
1720573017.111073 args_parse: 3 = & (type STRING)
1720573017.111077 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1720573017.111084 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1720573017.111088 cmdq_get_command: [bind-key/0x630cc88df950] group 78
1720573017.111091 cmdq_append <global>: [bind-key/0x630cc88df950]
1720573017.111094 yylex_token: end at WS
1720573017.111108 yylex_token: bind
1720573017.111111 yylex_token: end at WS
1720573017.111114 yylex_token: -N
1720573017.111117 yylex_token: end at WS
1720573017.111120 yylex_token: Prompt for window index to select
1720573017.111123 yylex_token: end at WS
1720573017.111125 yylex_token: '
1720573017.111128 yylex_token: end at WS
1720573017.111131 yylex_token: command-prompt
1720573017.111133 yylex_token: end at WS
1720573017.111136 yylex_token: -T
1720573017.111138 yylex_token: end at WS
1720573017.111141 yylex_token: window-target
1720573017.111144 yylex_token: end at WS
1720573017.111146 yylex_token: -pindex
1720573017.111149 yylex_token: end at WS
1720573017.111152 yylex_token: select-window
1720573017.111154 yylex_token: end at WS
1720573017.111156 yylex_token: -t
1720573017.111159 yylex_token: end at WS
1720573017.111162 yylex_token: :%%
1720573017.111165 cmd_parse_build_commands 0:0: bind
1720573017.111168 cmd_parse_build_commands 0:1: -N
1720573017.111171 cmd_parse_build_commands 0:2: Prompt for window index to select
1720573017.111173 cmd_parse_build_commands 0:3: '
1720573017.111176 cmd_parse_build_commands 0:4 0:0: command-prompt
1720573017.111179 cmd_parse_build_commands 0:4 0:1: -T
1720573017.111182 cmd_parse_build_commands 0:4 0:2: window-target
1720573017.111185 cmd_parse_build_commands 0:4 0:3: -pindex
1720573017.111188 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1720573017.111191 cmd_parse_build_commands 0:4 0:4 0:1: -t
1720573017.111193 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1720573017.111197 cmd_parse_build_commands 0:0: command-prompt
1720573017.111200 cmd_parse_build_commands 0:1: -T
1720573017.111202 cmd_parse_build_commands 0:2: window-target
1720573017.111205 cmd_parse_build_commands 0:3: -pindex
1720573017.111208 cmd_parse_build_commands 0:4 0:0: select-window
1720573017.111211 cmd_parse_build_commands 0:4 0:1: -t
1720573017.111214 cmd_parse_build_commands 0:4 0:2: :%%
1720573017.111217 cmd_parse_build_commands 0:0: select-window
1720573017.111220 cmd_parse_build_commands 0:1: -t
1720573017.111222 cmd_parse_build_commands 0:2: :%%
1720573017.111227 args_parse_flags: next -t
1720573017.111230 args_parse_flag_argument: -t = :%%
1720573017.111232 args_parse: flags end at 3 of 3
1720573017.111237 cmd_parse_build_commands: select-window -t ":%%"
1720573017.111240 args_parse_flags: next -T
1720573017.111242 args_parse_flag_argument: -T = window-target
1720573017.111245 args_parse_flags: next -pindex
1720573017.111248 args_parse_flag_argument: -p = index
1720573017.111251 args_parse: flags end at 4 of 5
1720573017.111254 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1720573017.111260 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1720573017.111263 args_parse_flags: next -N
1720573017.111266 args_parse_flag_argument: -N = Prompt for window index to select
1720573017.111269 args_parse_flags: next '
1720573017.111271 args_parse: flags end at 3 of 5
1720573017.111274 args_parse: 3 = ' (type STRING)
1720573017.111282 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1720573017.111290 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1720573017.111295 cmdq_get_command: [bind-key/0x630cc88e04e0] group 86
1720573017.111298 cmdq_append <global>: [bind-key/0x630cc88e04e0]
1720573017.111300 yylex_token: end at WS
1720573017.111303 yylex_token: bind
1720573017.111306 yylex_token: end at WS
1720573017.111308 yylex_token: -N
1720573017.111311 yylex_token: end at WS
1720573017.111314 yylex_token: Switch to previous client
1720573017.111317 yylex_token: end at WS
1720573017.111319 yylex_token: (
1720573017.111322 yylex_token: end at WS
1720573017.111324 yylex_token: switch-client
1720573017.111327 yylex_token: end at WS
1720573017.111329 yylex_token: -p
1720573017.111332 cmd_parse_build_commands 0:0: bind
1720573017.111335 cmd_parse_build_commands 0:1: -N
1720573017.111338 cmd_parse_build_commands 0:2: Switch to previous client
1720573017.111346 cmd_parse_build_commands 0:3: (
1720573017.111349 cmd_parse_build_commands 0:4 0:0: switch-client
1720573017.111351 cmd_parse_build_commands 0:4 0:1: -p
1720573017.111355 cmd_parse_build_commands 0:0: switch-client
1720573017.111357 cmd_parse_build_commands 0:1: -p
1720573017.111362 args_parse_flags: next -p
1720573017.111365 args_parse_flags: -p
1720573017.111367 args_parse: flags end at 2 of 2
1720573017.111371 cmd_parse_build_commands: switch-client -p
1720573017.111373 args_parse_flags: next -N
1720573017.111377 args_parse_flag_argument: -N = Switch to previous client
1720573017.111379 args_parse_flags: next (
1720573017.111382 args_parse: flags end at 3 of 5
1720573017.111385 args_parse: 3 = ( (type STRING)
1720573017.111388 args_parse: 4 = switch-client -p (type COMMANDS)
1720573017.111393 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1720573017.111397 cmdq_get_command: [bind-key/0x630cc88e09e0] group 98
1720573017.111400 cmdq_append <global>: [bind-key/0x630cc88e09e0]
1720573017.111403 yylex_token: end at WS
1720573017.111405 yylex_token: bind
1720573017.111408 yylex_token: end at WS
1720573017.111410 yylex_token: -N
1720573017.111413 yylex_token: end at WS
1720573017.111416 yylex_token: Switch to next client
1720573017.111418 yylex_token: end at WS
1720573017.111421 yylex_token: )
1720573017.111424 yylex_token: end at WS
1720573017.111426 yylex_token: switch-client
1720573017.111429 yylex_token: end at WS
1720573017.111431 yylex_token: -n
1720573017.111434 cmd_parse_build_commands 0:0: bind
1720573017.111437 cmd_parse_build_commands 0:1: -N
1720573017.111440 cmd_parse_build_commands 0:2: Switch to next client
1720573017.111442 cmd_parse_build_commands 0:3: )
1720573017.111445 cmd_parse_build_commands 0:4 0:0: switch-client
1720573017.111448 cmd_parse_build_commands 0:4 0:1: -n
1720573017.111451 cmd_parse_build_commands 0:0: switch-client
1720573017.111454 cmd_parse_build_commands 0:1: -n
1720573017.111458 args_parse_flags: next -n
1720573017.111460 args_parse_flags: -n
1720573017.111463 args_parse: flags end at 2 of 2
1720573017.111466 cmd_parse_build_commands: switch-client -n
1720573017.111469 args_parse_flags: next -N
1720573017.111472 args_parse_flag_argument: -N = Switch to next client
1720573017.111475 args_parse_flags: next )
1720573017.111477 args_parse: flags end at 3 of 5
1720573017.111480 args_parse: 3 = ) (type STRING)
1720573017.111483 args_parse: 4 = switch-client -n (type COMMANDS)
1720573017.111489 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1720573017.111492 cmdq_get_command: [bind-key/0x630cc88e0b20] group 106
1720573017.111495 cmdq_append <global>: [bind-key/0x630cc88e0b20]
1720573017.111498 yylex_token: end at WS
1720573017.111501 yylex_token: bind
1720573017.111503 yylex_token: end at WS
1720573017.111506 yylex_token: -N
1720573017.111509 yylex_token: end at WS
1720573017.111511 yylex_token: Rename current window
1720573017.111514 yylex_token: end at WS
1720573017.111516 yylex_token: ,
1720573017.111519 yylex_token: end at WS
1720573017.111522 yylex_token: command-prompt
1720573017.111524 yylex_token: end at WS
1720573017.111527 yylex_token: -I#W
1720573017.111530 yylex_token: end at WS
1720573017.111532 yylex_token: rename-window
1720573017.111535 yylex_token: end at WS
1720573017.111537 yylex_token: --
1720573017.111540 yylex_token: end at WS
1720573017.111542 yylex_token: %%
1720573017.111546 cmd_parse_build_commands 0:0: bind
1720573017.111548 cmd_parse_build_commands 0:1: -N
1720573017.111554 cmd_parse_build_commands 0:2: Rename current window
1720573017.111557 cmd_parse_build_commands 0:3: ,
1720573017.111560 cmd_parse_build_commands 0:4 0:0: command-prompt
1720573017.111563 cmd_parse_build_commands 0:4 0:1: -I#W
1720573017.111566 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1720573017.111569 cmd_parse_build_commands 0:4 0:2 0:1: --
1720573017.111571 cmd_parse_build_commands 0:4 0:2 0:2: %%
1720573017.111575 cmd_parse_build_commands 0:0: command-prompt
1720573017.111582 cmd_parse_build_commands 0:1: -I#W
1720573017.111585 cmd_parse_build_commands 0:2 0:0: rename-window
1720573017.111588 cmd_parse_build_commands 0:2 0:1: --
1720573017.111591 cmd_parse_build_commands 0:2 0:2: %%
1720573017.111594 cmd_parse_build_commands 0:0: rename-window
1720573017.111597 cmd_parse_build_commands 0:1: --
1720573017.111599 cmd_parse_build_commands 0:2: %%
1720573017.111603 args_parse_flags: next --
1720573017.111606 args_parse: flags end at 2 of 3
1720573017.111609 args_parse: 2 = %% (type STRING)
1720573017.111612 cmd_parse_build_commands: rename-window "%%"
1720573017.111615 args_parse_flags: next -I#W
1720573017.111618 args_parse_flag_argument: -I = #W
1720573017.111621 args_parse: flags end at 2 of 3
1720573017.111624 args_parse: 2 = rename-window "%%" (type COMMANDS)
1720573017.111629 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1720573017.111632 args_parse_flags: next -N
1720573017.111635 args_parse_flag_argument: -N = Rename current window
1720573017.111637 args_parse_flags: next ,
1720573017.111640 args_parse: flags end at 3 of 5
1720573017.111643 args_parse: 3 = , (type STRING)
1720573017.111647 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1720573017.111653 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1720573017.111658 cmdq_get_command: [bind-key/0x630cc88e18f0] group 114
1720573017.111661 cmdq_append <global>: [bind-key/0x630cc88e18f0]
1720573017.111663 yylex_token: end at WS
1720573017.111666 yylex_token: bind
1720573017.111668 yylex_token: end at WS
1720573017.111671 yylex_token: -N
1720573017.111674 yylex_token: end at WS
1720573017.111677 yylex_token: Delete the most recent paste buffer
1720573017.111680 yylex_token: end at WS
1720573017.111682 yylex_token: -
1720573017.111685 yylex_token: end at WS
1720573017.111687 yylex_token: delete-buffer
1720573017.111691 cmd_parse_build_commands 0:0: bind
1720573017.111693 cmd_parse_build_commands 0:1: -N
1720573017.111696 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1720573017.111699 cmd_parse_build_commands 0:3: -
1720573017.111702 cmd_parse_build_commands 0:4 0:0: delete-buffer
1720573017.111705 cmd_parse_build_commands 0:0: delete-buffer
1720573017.111709 args_parse: flags end at 1 of 1
1720573017.111712 cmd_parse_build_commands: delete-buffer
1720573017.111714 args_parse_flags: next -N
1720573017.111717 args_parse_flag_argument: -N = Delete the most recent paste buffer
1720573017.111720 args_parse_flags: next -
1720573017.111722 args_parse: flags end at 3 of 5
1720573017.111725 args_parse: 3 = - (type STRING)
1720573017.111728 args_parse: 4 = delete-buffer (type COMMANDS)
1720573017.111733 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1720573017.111739 cmdq_get_command: [bind-key/0x630cc88e2070] group 126
1720573017.111743 cmdq_append <global>: [bind-key/0x630cc88e2070]
1720573017.111746 yylex_token: end at WS
1720573017.111748 yylex_token: bind
1720573017.111751 yylex_token: end at WS
1720573017.111753 yylex_token: -N
1720573017.111756 yylex_token: end at WS
1720573017.111759 yylex_token: Move the current window
1720573017.111762 yylex_token: end at WS
1720573017.111764 yylex_token: .
1720573017.111767 yylex_token: end at WS
1720573017.111770 yylex_token: command-prompt
1720573017.111772 yylex_token: end at WS
1720573017.111775 yylex_token: -T
1720573017.111778 yylex_token: end at WS
1720573017.111780 yylex_token: target
1720573017.111783 yylex_token: end at WS
1720573017.111785 yylex_token: move-window
1720573017.111788 yylex_token: end at WS
1720573017.111791 yylex_token: -t
1720573017.111793 yylex_token: end at WS
1720573017.111796 yylex_token: %%
1720573017.111799 cmd_parse_build_commands 0:0: bind
1720573017.111802 cmd_parse_build_commands 0:1: -N
1720573017.111805 cmd_parse_build_commands 0:2: Move the current window
1720573017.111807 cmd_parse_build_commands 0:3: .
1720573017.111811 cmd_parse_build_commands 0:4 0:0: command-prompt
1720573017.111818 cmd_parse_build_commands 0:4 0:1: -T
1720573017.111821 cmd_parse_build_commands 0:4 0:2: target
1720573017.111824 cmd_parse_build_commands 0:4 0:3 0:0: move-window
